a,b,c,d
556,6599,6053,1356
2110,785,8833,1356
674,3417,3713,1357
5660,2415,9444,1356
7776,8473,4661,1356
4429,1456,7077,1357
9804,9493,6004,1357
6189,5101,4369,1356
2595,2501,4069,1358
9138,1694,8929,1356
3750,1835,4932,1356
9930,3187,849,1356
1748,421,8880,1356
9447,4076,6400,1357
2491,9433,8960,1358
6395,3551,8453,1358
9123,3069,8132,1356
9292,2179,6869,1358
4079,6801,5073,1356
1294,954,2240,1357
9545,1215,6197,1356
1860,648,6805,1356
428,5102,3109,1358
7165,8800,9968,1357
3892,335,8389,1357
2190,5651,6672,1358
3296,2637,2692,1356
9205,1379,3072,1357
6446,2241,5457,1357
9752,1920,4389,1357
8206,1352,5041,1356
7345,2866,7092,1356
3699,4396,769,1357
6118,6371,6737,1356
5674,9447,4769,1358
705,9979,8112,1358
9012,7640,9188,1356
5160,4942,9265,1358
8695,4224,100,1358
907,1515,3201,1356
7900,7968,5141,1356
4085,9373,1589,1356
9480,5640,352,1358
2686,1668,1349,1356
1349,1805,9124,1357
4031,3383,2244,1357
3739,8343,9841,1357
7637,2228,1728,1356
8210,3550,2400,1357
1703,2898,4545,1358
631,5060,9889,1356
1144,8955,3088,1357
7312,900,304,1358
3781,4104,737,1356
2930,4326,9841,1357
4290,9898,9697,1357
7066,6111,3732,1356
8161,7992,8005,1358
1576,2015,6949,1358
8872,2686,4053,1357
884,4302,8644,1358
5323,437,6385,1356
5847,9575,8737,1358
7966,8498,7236,1358
7787,6366,7905,1356
922,4760,3568,1356
3221,4715,3909,1357
7094,4397,340,1357
4637,5416,7221,1356
2419,2465,1780,1356
6825,7059,6741,1358
2055,3910,7393,1358
6875,967,3793,1358
2254,1987,1045,1357
3325,6863,2837,1358
4790,3721,2112,1358
2895,1267,3569,1357
6811,3156,6960,1357
2906,9810,8549,1356
6860,6912,4577,1356
8183,6418,1236,1358
8798,7009,1396,1358
7889,1188,2628,1356
8535,382,2404,1357
4176,2081,2416,1356
271,714,5985,1356
9814,3927,7125,1358
1394,5405,2704,1357
3230,185,5141,1358
3588,5717,320,1358
7621,8334,964,1357
2698,4709,5280,1356
9499,6796,1332,1357
7660,3413,2436,1356
3537,9421,8757,1356
3377,8596,8789,1357
267,8743,1684,1357
7356,7735,5172,1358
7670,2741,8721,1356
8007,2497,6336,1357
8879,5288,2225,1358
9593,465,9984,1358
6477,6325,8533,1358
322,4949,1681,1358
6007,1444,4932,1358
7494,3380,4373,1358
5593,6198,9025,1358
3341,2115,3493,1356
7558,3241,6804,1356
4169,7445,9172,1357
9471,5493,1968,1357
6763,3375,7540,1358
8397,1800,8517,1356
4279,7424,1316,1356
8217,9956,5248,1356
1276,5557,3445,1357
2220,2121,3412,1356
694,2517,277,1357
8928,8637,4272,1356
8296,3742,6933,1357
7387,3738,2228,1357
1736,8198,4020,1356
9434,84,1536,1356
5326,9663,4017,1356
9790,6396,1604,1358
3992,8377,2756,1357
9726,30,2932,1357
445,9627,7701,1357
5379,1389,3361,1358
4862,9746,1044,1358
812,9866,9440,1357
114,5805,2597,1356
8200,2048,7749,1356
2052,6729,8385,1358
6443,2901,8708,1357
9177,1587,5541,1358
320,6686,8176,1357
9971,1030,1552,1356
6494,3997,7072,1357
2616,9575,8405,1357
5887,6502,2912,1357
5545,8885,3029,1358
6289,2523,9281,1358
5152,8939,9829,1357
124,9777,1268,1356
3020,8732,6849,1358
4611,8387,497,1357
1974,6907,8096,1357
4261,9225,753,1358
3873,6683,6416,1357
3184,5925,1716,1358
1646,7476,5953,1356
3765,7766,6992,1357
1069,9107,1057,1357
4271,7211,5921,1358
4114,6514,9808,1358
4810,8783,9909,1358
276,2926,7700,1358
502,1185,225,1357
6511,9738,624,1358
6759,5182,7473,1357
9646,3494,3888,1356
8741,3106,8304,1356
7111,9746,1681,1358
4938,5582,64,1358
7039,7724,5777,1358
9209,6824,9813,1356
1003,8370,5537,1358
3614,9373,8128,1357
3562,2949,9717,1358
7574,864,1045,1357
941,5490,6693,1356
7507,2045,9173,1357
1890,4034,4101,1356
5369,1338,4596,1358
7396,5876,3009,1356
12,3649,4113,1358
275,7847,5249,1358
7751,7720,3749,1356
2247,8783,3936,1356
7512,2915,544,1358
6475,7958,5749,1356
2135,8302,3136,1358
7581,8661,8629,1357
8201,1253,9073,1356
2382,1194,1748,1357
6811,4725,4836,1357
8273,6116,2485,1357
7380,6729,4741,1357
6196,3695,5361,1357
1918,6721,3889,1358
5725,7326,2725,1356
6219,9632,8176,1358
7384,743,8900,1357
6142,1112,3905,1358
6445,207,1957,1357
3363,1833,3696,1358
4789,4404,6276,1357
4839,1646,7796,1358
6578,9654,7088,1356
4666,6952,9344,1356
5000,789,6400,1356
2506,2769,6992,1357
4282,455,8740,1356
8815,5896,3425,1357
1869,6072,8320,1358
9243,5811,8305,1357
4825,2261,1700,1356
1863,3321,4048,1356
5983,6074,8517,1357
3563,2897,9012,1356
8949,4709,5553,1357
7862,5281,1765,1356
4928,7576,8117,1356
9449,1869,7489,1357
2376,4052,213,1358
8468,2214,8704,1356
7978,5842,7925,1356
3611,9095,676,1357
922,4647,7936,1357
306,6399,4752,1358
6722,7598,9156,1357
773,4988,2784,1356
9403,5534,1108,1356
9722,7810,4385,1357
